,bandwidth,delay,buffer_size,algorithm,bytes_sent,bytes_received,loss_rate,time_elapsed,goodput,retransmits,host_cpu,remote_cpu,bbr_ratio,cubic_ratio
419,500,10,50000,cubic,2334392320,2334149664,0.00010394825150898371,60.000087,311251858.0181392,0,0.751267262808268,2.524366779904034,,0.6501661387369767
261,20,150,10000,cubic,95158272,95157992,2.942466210399449e-06,60.000481,12687667.887195772,0,0.3256401163858475,1.3809213417958484,,0.6453347294738006
243,20,100,1000,cubic,96600064,93610304,0.030949875975237448,60.000332,12879937.264347138,154,0.2401899241752273,1.3171896021288179,,0.6442298371637116
151,100,75,10000,cubic,460324864,460173712,0.00032835940836773917,60.000072,61376574.88144347,0,0.317015586572034,2.028011920020866,,0.6407598449479412
621,750,5,10000,cubic,3429629952,3428818792,0.00023651531254180043,60.000075,457283421.9957225,0,0.8417120366678923,3.132350046950896,,0.636812756856019
511,50,200,10000,cubic,227803136,227802576,2.4582629099539703e-06,60.000256,30373621.872546677,0,0.5584729256607125,2.0222894169320127,,0.6363999323122951
523,50,25,1000,cubic,232259584,229196680,0.0131874170583204,60.00011,30967887.758872442,122,0.146892915754912,2.3960878073901424,,0.6360380008343476
627,750,5,20000,cubic,3424649216,3424647816,4.088009929481782e-07,60.000085,456619248.58939785,0,0.692773634139528,2.9862342756473437,,0.6360118124689269
629,750,5,50000,cubic,3422552064,3422544264,2.2790011237649356e-06,60.000075,456339704.775369,0,0.842397647670333,2.964785112606521,,0.6355605431841171
579,750,10,50000,cubic,3406168064,3406167784,8.220381224265979e-08,60.000087,454155083.3417958,0,0.7071108883154963,3.0259556264723524,,0.6329184560529402
577,750,10,20000,cubic,3402366976,3402033376,9.804938807400416e-05,60.000088,453648264.782545,0,0.7150836421933275,3.045963515642789,,0.6320735758338603
69,1000,5,50000,cubic,4509007872,4509007592,6.209791775675126e-08,60.000087,601200177.859742,0,0.8357722380367437,3.0897132730188823,,0.6281680734748751
519,50,200,50000,cubic,224395264,224255696,0.0006219739111784462,60.000109,29919314.17991257,0,0.4340495630006559,2.0289649451737715,,0.6264214986823213
67,1000,5,20000,cubic,4493803520,4493534800,5.979789699394779e-05,60.000079,599173013.755532,0,0.860519842326942,3.1074454788220613,,0.6260042321482047
517,50,200,20000,cubic,223477760,223477760,0.0,60.000352,29796859.858422164,0,0.5383692796886598,1.92207535996986,,0.6259195162503696
571,750,10,10000,cubic,3364225024,3364086904,4.1055517694169555e-05,60.000078,448562753.4017539,0,1.0340649268686548,3.0500409292751782,,0.6250030906812436
157,100,75,20000,cubic,448397312,448397032,6.244462054223911e-07,60.000167,59786141.86190515,0,0.255242474629646,1.9341400504278325,,0.6249543061193323
159,100,75,50000,cubic,445644800,445644520,6.283030790441176e-07,60.00021,59419098.69982121,0,0.2546897272302059,1.962033564386083,,0.6205507991044609
533,50,50,1000,cubic,225968128,222700952,0.01445857001567938,60.000103,30129032.011828378,169,0.19338837755833713,2.3873118135471247,,0.6194757005738488
263,20,150,1000,cubic,91619328,88637872,0.032541779830561515,60.000256,12215858.279004676,157,0.2878357506906175,1.2479463601687062,,0.6158601506252712
81,100,100,10000,cubic,435421184,435420624,1.2861110588500903e-06,60.000115,58056046.59257736,0,0.29919772012333923,1.9455173272877415,,0.6072014693517407
183,10,150,1000,cubic,46530560,44746096,0.03835036586707746,60.00105,6203966.097259965,398,0.2708716734473965,0.6756967173869355,,0.6068375988848883
89,100,100,50000,cubic,433061888,433061608,6.465588585805084e-07,60.000168,57741423.39068117,0,0.3549414062496766,2.0047321112450867,,0.6047960909024432
193,10,200,1000,cubic,46268416,43828064,0.052743366014518414,60.001061,6169013.044619327,450,0.357609821378306,0.642279230261696,,0.6044520627640384
